epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,3340.59,1.227,0.75538,0.00334,0.90127,0.88072,0.94704,0.66401,1.25935,0.50629,0.00494,0.000319776,0.000319776,0.000319776
59,3397.86,1.23317,0.7774,0.00327,0.89244,0.90527,0.9541,0.66449,1.26218,0.50186,0.00495,0.000312173,0.000312173,0.000312173
60,3455.28,1.23738,0.7867,0.00338,0.90828,0.88496,0.95511,0.6624,1.26306,0.49982,0.00494,0.000304559,0.000304559,0.000304559
61,3513.04,1.21372,0.74967,0.00327,0.87403,0.92239,0.95787,0.66227,1.25041,0.51015,0.00492,0.00029694,0.00029694,0.00029694
62,3571.01,1.22405,0.77617,0.00333,0.90375,0.91337,0.95821,0.66698,1.25968,0.49285,0.0049,0.000289321,0.000289321,0.000289321
63,3628.97,1.22503,0.77053,0.0033,0.88701,0.90088,0.95396,0.66783,1.22564,0.48176,0.00479,0.000281707,0.000281707,0.000281707
64,3686.66,1.18649,0.72134,0.00329,0.9165,0.8875,0.9589,0.68216,1.21605,0.46573,0.00471,0.000274104,0.000274104,0.000274104
65,3744.8,1.20256,0.74004,0.00329,0.89336,0.91323,0.9608,0.68323,1.22079,0.46392,0.00473,0.000266516,0.000266516,0.000266516
66,3802.59,1.22454,0.75255,0.00321,0.88948,0.91329,0.95783,0.67882,1.21722,0.46631,0.0047,0.000258949,0.000258949,0.000258949
67,3860.57,1.20556,0.73268,0.00318,0.90695,0.90092,0.96244,0.68172,1.22429,0.46783,0.00476,0.000251408,0.000251408,0.000251408
68,3918.26,1.18439,0.69817,0.00324,0.89644,0.92205,0.964,0.67848,1.22324,0.45522,0.00475,0.000243899,0.000243899,0.000243899
69,3976.22,1.19327,0.71086,0.00315,0.89292,0.91715,0.96341,0.68781,1.19694,0.4561,0.00463,0.000236425,0.000236425,0.000236425
70,4033.83,1.18607,0.70909,0.00325,0.91355,0.92397,0.96442,0.69034,1.21684,0.44929,0.0047,0.000228993,0.000228993,0.000228993
71,4091.55,1.1723,0.69571,0.00314,0.91815,0.92169,0.96748,0.68727,1.19349,0.43952,0.00459,0.000221608,0.000221608,0.000221608
72,4149.45,1.19656,0.72299,0.00316,0.90029,0.92314,0.96518,0.6857,1.19071,0.43913,0.00459,0.000214274,0.000214274,0.000214274
73,4206.98,1.1825,0.69457,0.00315,0.90506,0.93641,0.97149,0.69204,1.18553,0.43166,0.00455,0.000206998,0.000206998,0.000206998
74,4264.6,1.16788,0.67681,0.00316,0.92569,0.92337,0.96739,0.69307,1.18389,0.42478,0.00454,0.000199782,0.000199782,0.000199782
75,4321.82,1.18101,0.69862,0.00307,0.89142,0.94169,0.96741,0.69763,1.16386,0.42576,0.00448,0.000192633,0.000192633,0.000192633
76,4379.06,1.15572,0.67704,0.00311,0.9133,0.93834,0.97073,0.70515,1.16675,0.42194,0.00445,0.000185556,0.000185556,0.000185556
77,4436.52,1.15973,0.66769,0.0031,0.90893,0.94452,0.97289,0.70308,1.15598,0.41522,0.00442,0.000178555,0.000178555,0.000178555
78,4493.73,1.16513,0.67549,0.00311,0.90712,0.94295,0.97363,0.6993,1.18317,0.4215,0.00452,0.000171635,0.000171635,0.000171635
79,4551.12,1.16056,0.65469,0.00306,0.9103,0.94844,0.97357,0.70393,1.15454,0.41187,0.00442,0.000164802,0.000164802,0.000164802
80,4608.34,1.1604,0.69086,0.00302,0.91482,0.95213,0.97413,0.71235,1.14114,0.40722,0.00433,0.000158058,0.000158058,0.000158058
81,4665.32,1.12967,0.63986,0.00302,0.93256,0.93728,0.97637,0.71911,1.12261,0.39859,0.00427,0.00015141,0.00015141,0.00015141
82,4722.46,1.14461,0.66448,0.00296,0.92156,0.94005,0.97612,0.71068,1.13803,0.41493,0.00436,0.000144862,0.000144862,0.000144862
83,4779.49,1.13346,0.65667,0.00295,0.93744,0.93571,0.97654,0.71015,1.12995,0.4059,0.00431,0.000138417,0.000138417,0.000138417
84,4836.87,1.14293,0.65027,0.00298,0.92386,0.95484,0.9782,0.71683,1.12532,0.39799,0.00428,0.000132082,0.000132082,0.000132082
85,4893.93,1.12548,0.64919,0.003,0.932,0.94211,0.97761,0.71634,1.13406,0.3953,0.00431,0.000125859,0.000125859,0.000125859
86,4950.9,1.13268,0.64812,0.00298,0.92491,0.95315,0.97837,0.71935,1.1197,0.39152,0.00424,0.000119754,0.000119754,0.000119754
87,5008.18,1.13458,0.6421,0.00293,0.92921,0.94975,0.97962,0.71843,1.11218,0.38122,0.00422,0.00011377,0.00011377,0.00011377
88,5065.2,1.11885,0.61558,0.0029,0.93873,0.94751,0.97937,0.72021,1.1203,0.39015,0.00423,0.000107912,0.000107912,0.000107912
89,5122.38,1.12569,0.64927,0.00304,0.94248,0.94583,0.98108,0.72133,1.10537,0.37556,0.00415,0.000102183,0.000102183,0.000102183
90,5179.76,1.13635,0.6704,0.00297,0.92403,0.96586,0.98156,0.7274,1.0964,0.3802,0.00413,9.65875e-05,9.65875e-05,9.65875e-05
91,5237.06,1.1352,0.64429,0.00296,0.94298,0.95369,0.9814,0.72658,1.09598,0.37475,0.00413,9.11295e-05,9.11295e-05,9.11295e-05
92,5294.23,1.12275,0.64708,0.00293,0.92676,0.95169,0.98056,0.7277,1.0884,0.37443,0.00411,8.58125e-05,8.58125e-05,8.58125e-05
93,5351.15,1.10202,0.61184,0.00299,0.92984,0.96464,0.98207,0.72813,1.09029,0.37728,0.00409,8.06403e-05,8.06403e-05,8.06403e-05
94,5408.35,1.13223,0.63963,0.003,0.94273,0.93575,0.98242,0.73118,1.08497,0.37885,0.00406,7.56162e-05,7.56162e-05,7.56162e-05
95,5465.33,1.10196,0.62483,0.00296,0.9343,0.95614,0.98305,0.7296,1.07719,0.37158,0.00404,7.07439e-05,7.07439e-05,7.07439e-05
96,5522.48,1.11188,0.623,0.00293,0.92902,0.96753,0.98276,0.73098,1.07937,0.36813,0.00403,6.60266e-05,6.60266e-05,6.60266e-05
97,5579.51,1.10212,0.61291,0.00288,0.91691,0.96411,0.98227,0.73541,1.06743,0.36623,0.00401,6.14675e-05,6.14675e-05,6.14675e-05
98,5637.5,1.10247,0.6077,0.00282,0.92127,0.97367,0.98347,0.73614,1.06817,0.36133,0.004,5.70698e-05,5.70698e-05,5.70698e-05
99,5695.17,1.11405,0.64149,0.00283,0.9414,0.96488,0.98379,0.73779,1.06205,0.35956,0.00398,5.28365e-05,5.28365e-05,5.28365e-05
100,5752.89,1.09551,0.61594,0.00286,0.93137,0.97689,0.98422,0.73842,1.06096,0.35628,0.00398,4.87706e-05,4.87706e-05,4.87706e-05
101,5828.94,0.99024,0.41684,0.00294,0.92423,0.95408,0.98033,0.72933,1.0965,0.37761,0.0041,4.48746e-05,4.48746e-05,4.48746e-05
102,5885.96,0.97872,0.40251,0.00292,0.9189,0.95748,0.98181,0.72932,1.09385,0.37147,0.0041,4.11515e-05,4.11515e-05,4.11515e-05
103,5941.23,0.97889,0.39516,0.00284,0.93523,0.9581,0.98337,0.73492,1.07805,0.36645,0.00403,3.76036e-05,3.76036e-05,3.76036e-05
104,5996.69,0.97452,0.39497,0.00291,0.92312,0.9693,0.98368,0.73283,1.08044,0.36639,0.00404,3.42335e-05,3.42335e-05,3.42335e-05
105,6051.72,0.9703,0.39993,0.00286,0.94017,0.9566,0.98454,0.73378,1.07888,0.36014,0.00402,3.10435e-05,3.10435e-05,3.10435e-05
106,6107.11,0.98183,0.40677,0.0029,0.93266,0.96542,0.98471,0.73339,1.07333,0.35741,0.004,2.80356e-05,2.80356e-05,2.80356e-05
107,6162.82,0.96402,0.38655,0.00281,0.93068,0.96481,0.98485,0.73721,1.06842,0.35907,0.00398,2.52121e-05,2.52121e-05,2.52121e-05
108,6218.02,0.97551,0.3859,0.00279,0.9421,0.95315,0.98515,0.739,1.06682,0.35994,0.00397,2.25748e-05,2.25748e-05,2.25748e-05
109,6273.12,0.96296,0.38339,0.00283,0.95191,0.95708,0.98612,0.73788,1.06343,0.35635,0.00395,2.01255e-05,2.01255e-05,2.01255e-05
110,6328.9,0.9628,0.39193,0.00272,0.95479,0.95106,0.98665,0.73896,1.06114,0.35545,0.00395,1.78659e-05,1.78659e-05,1.78659e-05
111,6384.59,0.96674,0.39388,0.00288,0.95197,0.95153,0.98628,0.73914,1.05902,0.35711,0.00394,1.57976e-05,1.57976e-05,1.57976e-05
112,6440.17,0.95736,0.38716,0.00283,0.94837,0.95377,0.98588,0.73988,1.05497,0.35583,0.00393,1.3922e-05,1.3922e-05,1.3922e-05
113,6495.57,0.95832,0.37971,0.00277,0.95067,0.94639,0.98594,0.73976,1.05825,0.35394,0.00393,1.22404e-05,1.22404e-05,1.22404e-05
114,6551.06,0.95832,0.3897,0.0028,0.95189,0.95185,0.98669,0.74015,1.05157,0.35236,0.00391,1.07538e-05,1.07538e-05,1.07538e-05
115,6606.37,0.94807,0.37545,0.00284,0.92798,0.97265,0.9863,0.73955,1.05911,0.35268,0.00394,9.46343e-06,9.46343e-06,9.46343e-06
116,6661.57,0.94683,0.37639,0.0027,0.95137,0.94747,0.9866,0.7398,1.05285,0.35037,0.00392,8.37006e-06,8.37006e-06,8.37006e-06
117,6717.27,0.9631,0.38708,0.0028,0.95008,0.95515,0.98629,0.73878,1.0538,0.34952,0.00392,7.47446e-06,7.47446e-06,7.47446e-06
118,6772.49,0.95552,0.37444,0.00268,0.95009,0.95434,0.98623,0.7386,1.05839,0.35032,0.00394,6.77724e-06,6.77724e-06,6.77724e-06
119,6828.29,0.95426,0.38437,0.00276,0.95148,0.95449,0.98612,0.73989,1.0556,0.3496,0.00393,6.27889e-06,6.27889e-06,6.27889e-06
120,6883.51,0.94456,0.37995,0.00278,0.94958,0.95559,0.98602,0.74131,1.05282,0.35019,0.00392,5.97974e-06,5.97974e-06,5.97974e-06
