epoch,train_loss,val_loss,lr
97,0.08692775833436421,0.0871119829527537,6.25e-05
98,0.08698366811377661,0.08726893702745438,6.25e-05
99,0.08695854778085436,0.08720477226813635,6.25e-05
100,0.08695610114608492,0.08716756224314372,3.125e-05
101,0.08678538157463074,0.08707988187710444,3.125e-05
102,0.08677719131776265,0.0870280803291003,3.125e-05
103,0.08676987882784434,0.0870433971508344,3.125e-05
104,0.08676799374410084,0.08698811821540196,3.125e-05
105,0.08679117245946612,0.08708742056290308,3.125e-05
106,0.08678029496329172,0.08704862730820974,3.125e-05
107,0.08678254033088684,0.0870377629407247,3.125e-05
108,0.08678086597442627,0.08705689017534256,3.125e-05
109,0.08677865525654384,0.08710394936323165,3.125e-05
110,0.08679388505935669,0.08699776771306991,3.125e-05
111,0.08677804405450822,0.0870245298520724,3.125e-05
112,0.08678185129233769,0.08705841845909755,3.125e-05
113,0.08677232362372535,0.08705980281670889,3.125e-05
114,0.08679177583796638,0.08707508303721746,3.125e-05
115,0.08676630313532693,0.08704090699513753,1.5625e-05
116,0.08668828410046442,0.0869325151983897,1.5625e-05
117,0.08668212978601456,0.08692354950586954,1.5625e-05
118,0.08667820458991186,0.0869425098601977,1.5625e-05
119,0.08667516225099564,0.08692253576278687,1.5625e-05
120,0.08667266303471156,0.08692515444676081,1.5625e-05
121,0.08665936677081244,0.08694913949648539,1.5625e-05
122,0.08667532087428229,0.08697967886686325,1.5625e-05
123,0.08667251816374914,0.0869651897263527,1.5625e-05
124,0.08666112108877727,0.08699090390205383,1.5625e-05
125,0.0866699689228194,0.08693948707501094,1.5625e-05
126,0.08666855939047677,0.08698100626071294,1.5625e-05
127,0.08665464923722403,0.08698139503796895,1.5625e-05
128,0.08666585789680481,0.08696928124904632,7.8125e-06
129,0.08662512284040451,0.0869083942937851,7.8125e-06
130,0.08661036157165256,0.08692136525233586,7.8125e-06
131,0.08660509904282433,0.08690955089092255,7.8125e-06
132,0.08660831453153066,0.0869230802488327,7.8125e-06
133,0.08661402030433928,0.08692231708844503,7.8125e-06
134,0.08661090709856578,0.08691276567459107,7.8125e-06
135,0.08660840887171882,0.086935412504673,7.8125e-06
136,0.08661644259929657,0.08691153187910716,7.8125e-06
137,0.08660143066201892,0.08688836369752884,7.8125e-06
138,0.08660718894515719,0.08690291326920191,7.8125e-06
139,0.08660214227982929,0.08690797189712525,7.8125e-06
140,0.0866035251896722,0.0869002747297287,7.8125e-06
141,0.0866101090676444,0.08692272036314011,7.8125e-06
142,0.08660292688233512,0.08689281383275986,7.8125e-06
143,0.08660355439390455,0.08690996550957363,7.8125e-06
144,0.08659586729969297,0.08692156308174133,7.8125e-06
145,0.08660026340723037,0.086909612326622,7.8125e-06
146,0.0865987090410505,0.08688916370709737,7.8125e-06
147,0.08659578142132078,0.08692317277669907,7.8125e-06
148,0.0866020640877315,0.08690780129988988,3.90625e-06
149,0.08657269395453589,0.0869041450047493,3.90625e-06
150,0.08657091376917703,0.08688377707004546,3.90625e-06
151,0.08656727981805801,0.08688474585692088,3.90625e-06
152,0.08656843448059899,0.08688080541849136,3.90625e-06
153,0.08656715250389917,0.08688377542495727,3.90625e-06
154,0.08656492535386767,0.08688531870206197,3.90625e-06
155,0.08656691886390959,0.08689416801293691,3.90625e-06
156,0.08656287857430321,0.08687153191407522,3.90625e-06
157,0.0865660228245599,0.08687296587546667,3.90625e-06
158,0.08656370707477842,0.0868800642712911,3.90625e-06
159,0.08656292757034302,0.08688355685631434,3.90625e-06
160,0.08656242846216475,0.08688112021366755,3.90625e-06
161,0.08656042913028172,0.08687879139900208,3.90625e-06
162,0.08656224865538734,0.08689266763925553,3.90625e-06
163,0.08655790040288652,0.08687356028397877,3.90625e-06
164,0.08655677872794015,0.08689464450995127,3.90625e-06
165,0.08655707649673734,0.08687446359713873,3.90625e-06
166,0.08655665672097887,0.08687105111996332,3.90625e-06
167,0.08655536754744393,0.08688523427406947,1.953125e-06
168,0.086543414714677,0.08686777856826783,1.953125e-06
169,0.08654327633993966,0.08686958105325698,1.953125e-06
170,0.08654041749136789,0.08687054720878601,1.953125e-06
171,0.08654209695475443,0.08687183174848556,1.953125e-06
172,0.0865396395938737,0.08688527295907339,1.953125e-06
173,0.08654399284158434,0.08687075285196304,1.953125e-06
174,0.08653919151919229,0.0868658141263326,1.953125e-06
175,0.08653830610683987,0.08686727934598923,1.953125e-06
176,0.08653905581917082,0.08686176533619563,1.953125e-06
177,0.08654014837196895,0.08686777251720429,1.953125e-06
178,0.08653689913715636,0.08687676022132237,1.953125e-06
179,0.08653891513620104,0.08687032849868138,1.953125e-06
180,0.08653708091054643,0.08687240235646566,1.953125e-06
181,0.08653822089263372,0.08686532429059346,1.953125e-06
182,0.0865375075513976,0.08686543262720108,1.953125e-06
183,0.08653715470314026,0.08686139003356298,1.953125e-06
184,0.0865373785182408,0.08687115204016367,1.953125e-06
185,0.08653821827513831,0.08686475963195164,1.953125e-06
186,0.08653433939729419,0.08686939868768057,1.953125e-06
187,0.0865359947507722,0.08686741536458334,9.765625e-07
188,0.08652799731595176,0.0868676667658488,9.765625e-07
189,0.0865282937008994,0.08685992230733236,9.765625e-07
190,0.08652805332183838,0.08686083586454392,9.765625e-07
191,0.0865270791721344,0.08685714956363043,9.765625e-07
192,0.0865260364471163,0.08686072458346684,9.765625e-07
193,0.08652554777213506,0.08685820524692535,9.765625e-07
194,0.08652675053698676,0.08685595611572265,9.765625e-07
195,0.08652590329885483,0.08685927424907684,9.765625e-07
196,0.08652502343858991,0.08686140080372493,9.765625e-07
197,0.08652596480948585,0.0868619408663114,9.765625e-07
198,0.08652494084869113,0.08686099995772044,4.8828125e-07
199,0.0865208606324877,0.08685894838730494,4.8828125e-07
200,0.08652083431856973,0.08685818985541661,4.8828125e-07
201,0.08652038511889322,0.08685978307008743,4.8828125e-07
202,0.08652019573552268,0.08685869022051493,4.8828125e-07
203,0.0865203527542523,0.0868577921017011,4.8828125e-07
204,0.08652049897636686,0.08686081486066183,4.8828125e-07
205,0.08652051965543202,0.08685835156361262,4.8828125e-07
206,0.08652015343904496,0.08685724581797917,4.8828125e-07
207,0.08651944168397359,0.08685789381663005,4.8828125e-07
208,0.08651973376648767,0.08685896591265996,4.8828125e-07
209,0.08651999589068549,0.08685825901746749,2.44140625e-07
210,0.08651734546354839,0.08685807671864827,2.44140625e-07
211,0.08651742778573718,0.08685807018518447,2.44140625e-07
212,0.08651756785018104,0.08685807839075724,2.44140625e-07
213,0.08651743908269065,0.08685784825642903,2.44140625e-07
214,0.08651702425445829,0.08685805884679158,2.44140625e-07
215,0.08651717798403331,0.08685773477315903,2.44140625e-07
216,0.08651697283472333,0.08685739878813425,2.44140625e-07
217,0.08651724530015673,0.08685819446881612,2.44140625e-07
218,0.08651704571894236,0.08685775729179382,2.44140625e-07
219,0.08651698633228029,0.08685734178622563,2.44140625e-07
220,0.08651717153344836,0.08685737623850505,1.220703125e-07
221,0.08651574567352023,0.08685764094352723,1.220703125e-07
222,0.0865157810834476,0.08685678600470224,1.220703125e-07
223,0.08651566497325897,0.08685707346598308,1.220703125e-07
224,0.08651584764276232,0.08685694325049718,1.220703125e-07
225,0.08651543759584426,0.0868571058901151,1.220703125e-07
226,0.08651554126909801,0.0868576457842191,1.220703125e-07
227,0.08651554939644678,0.08685691833337147,1.220703125e-07
228,0.08651534925597054,0.08685710246006648,1.220703125e-07
229,0.08651543996231896,0.08685756459315618,1.220703125e-07
230,0.0865153241113254,0.08685723801851272,1.220703125e-07
231,0.08651549478701183,0.08685765461921692,6.103515625e-08
232,0.0865147696001189,0.08685732747077941,6.103515625e-08
233,0.08651475377219064,0.0868574442187945,6.103515625e-08
234,0.08651478390387127,0.0868571631026268,6.103515625e-08
